"","Name","Location","Year","Kilometers_Driven","Fuel_Type","Transmission","Owner_Type","Engine","Power","Seats","Price","Make","Gama","kmpl","kmpkg","Price.mod2"
"2330","Maruti Swift Dzire VDI","Pune",2014,197000,"Diesel","Manual","First",1248,74,5,5,"Maruti","Gama media",23.4,0,0.599804713801955
"2331","Tata Indica V2 DLS BSIII","Pune",2013,70000,"Diesel","Manual","First",1405,48.21,5,1.8,"Tata","Gama baja",17.88,0,0.202792873529839
"2332","Audi Q7 3.0 TDI Quattro Technology","Coimbatore",2014,102865,"Diesel","Automatic","First",2967,241.4,7,30.5,"Audi","Gama alta",12.07,0,1.43706171466176
"2333","Hyundai i20 1.4 Asta","Chennai",2017,12000,"Diesel","Manual","First",1396,88.73,5,7.3,"Hyundai","Gama media",22.54,0,0.858343653772619
"2334","Volkswagen Polo 1.2 MPI Highline","Bangalore",2015,46354,"Petrol","Manual","Second",1198,74,5,5.49,"Volkswagen","Gama media",16.47,0,0.654200095279217
"2335","Mahindra KUV 100 mFALCON D75 K4 Plus","Kochi",2017,60357,"Diesel","Manual","First",1198,77,6,4.49,"Mahindra","Gama alta",25.32,0,1.00005458045092
"2336","Mercedes-Benz GLA Class 200 d Style","Kochi",2016,26212,"Diesel","Automatic","First",2143,136,5,24.46,"Mercedes-Benz","Gama alta",17.9,0,1.24445555709075
"2337","Maruti Ertiga VXI CNG","Mumbai",2013,53000,"CNG","Manual","First",1373,80.9,7,5.8,"Maruti","Gama media",0,22.8,0.592235984722347
"2338","Ford Figo Diesel Titanium","Hyderabad",2012,73500,"Diesel","Manual","Second",1399,68,5,2.6,"Ford","Gama media",20,0,0.446598967272965
"2339","Hyundai i20 Active 1.2 S","Mumbai",2015,12000,"Petrol","Manual","First",1197,81.86,5,5.8,"Hyundai","Gama media",17.19,0,0.70722310609036
"2340","Ford Figo Diesel EXI Option","Chennai",2012,72500,"Diesel","Manual","First",1399,68,5,3.12,"Ford","Gama media",18.5,0,0.446598967272965
"2341","Ford EcoSport 1.5 Petrol Trend","Kolkata",2016,21460,"Petrol","Manual","First",1497,121.36,5,6,"Ford","Gama media",17,0,0.968441789040966
"2342","Maruti Wagon R LXI CNG","Mumbai",2015,22001,"CNG","Manual","First",998,58.16,5,3.65,"Maruti","Gama media",0,26.6,0.527681104507658
"2343","Audi A6 2.7 TDI","Kolkata",2010,35010,"Diesel","Automatic","First",2698,179.5,5,11.5,"Audi","Gama alta",12.4,0,1.06385480681419
"2344","Toyota Etios G","Coimbatore",2013,27075,"Petrol","Manual","First",1496,88.73,5,4.95,"Toyota","Gama alta",17.6,0,0.856951671190236
"2345","Mahindra Ssangyong Rexton RX7","Kochi",2015,67415,"Diesel","Automatic","First",2696,184,7,11.03,"Mahindra","Gama alta",11.18,0,1.34883754885325
"2346","Chevrolet Beat Diesel LS","Kochi",2016,83629,"Diesel","Manual","First",936,56.3,5,3.15,"Chevrolet","Gama baja",25.44,0,0.447462264977026
"2347","Maruti Alto 800 LXI","Kochi",2016,32227,"Petrol","Manual","First",796,47.3,5,3.26,"Maruti","Gama media",22.74,0,0.473510885659594
"2348","Skoda Superb 2009-2014 Elegance 2.0 TDI MT","Jaipur",2014,93325,"Diesel","Manual","Second",1968,138.1,5,14.45,"Skoda","Gama media",17.2,0,0.927523968580488
"2349","Tata Indigo GLE","Chennai",2008,73000,"Petrol","Manual","First",1396,65,5,0.8,"Tata","Gama baja",14.4,0,0.0877758876698887
"2350","Hyundai Santro Xing GL Plus","Ahmedabad",2014,41125,"Petrol","Manual","First",1086,62.1,5,2.7,"Hyundai","Gama media",17.92,0,0.507715834074213
"2351","Maruti S Cross DDiS 320 Alpha","Kolkata",2016,45000,"Diesel","Manual","First",1598,118,5,7,"Maruti","Gama media",22.7,0,0.953694093208846
"2352","Hyundai Verna 1.6 SX","Chennai",2013,85350,"Diesel","Manual","Second",1582,126.32,5,5.7,"Hyundai","Gama media",22.32,0,0.826296178014145
"2353","Mahindra XUV500 W10 2WD","Coimbatore",2016,56532,"Diesel","Manual","First",2179,140,7,15.54,"Mahindra","Gama alta",16,0,1.25968167752936
"2354","Ford Fiesta Classic 1.4 Duratorq LXI","Mumbai",2014,61000,"Diesel","Manual","First",1388,67,5,2.98,"Ford","Gama media",18.6,0,0.547607893451938
"2355","Maruti Zen Estilo 1.1 LX BSIII","Kochi",2011,25805,"Petrol","Manual","First",1061,64,5,2.62,"Maruti","Gama media",18.2,0,0.360359631707487
"2356","Maruti Ertiga ZDI","Ahmedabad",2013,67443,"Diesel","Manual","First",1248,88.8,7,5.75,"Maruti","Gama media",20.77,0,0.641176350903684
"2357","Maruti Ertiga VDI","Delhi",2014,54569,"Diesel","Manual","First",1248,88.76,7,5.99,"Maruti","Gama media",20.77,0,0.695335073501069
"2358","Volkswagen Polo 1.2 MPI Comfortline","Coimbatore",2015,25845,"Petrol","Manual","First",1198,74,5,5.84,"Volkswagen","Gama media",16.47,0,0.654200095279217
"2359","Hyundai EON Era Plus","Jaipur",2015,54680,"Petrol","Manual","First",814,55.2,5,2.5,"Hyundai","Gama media",21.1,0,0.500243982941443
"2360","BMW X3 xDrive20d Expedition","Bangalore",2015,65000,"Diesel","Automatic","Second",1995,190,5,29,"Bmw","Gama alta",18.56,0,1.36569239734105
"2361","Volvo S60 D4 Momentum","Hyderabad",2015,51000,"Diesel","Automatic","First",1969,190,5,25,"Volvo","Gama alta",27.03,0,1.36569239734105
"2362","Maruti Celerio VXI AT","Pune",2015,50000,"Petrol","Automatic","First",998,67.04,5,3.9,"Maruti","Gama media",23.1,0,0.602316772028929
"2363","Maruti Eeco 5 STR With AC Plus HTR CNG","Kochi",2018,43912,"CNG","Manual","First",1196,73,5,4.33,"Maruti","Gama media",0,15.1,0.810239675387413
"2364","Maruti Ciaz ZXi","Pune",2014,49500,"Petrol","Manual","First",1373,91.1,5,6,"Maruti","Gama media",20.73,0,0.709003348745527
"2365","Audi A4 2.0 TDI 177 Bhp Premium Plus","Coimbatore",2015,32205,"Diesel","Automatic","First",1968,174.33,5,25.31,"Audi","Gama alta",17.11,0,1.32048078238461
"2366","Tata Nano Lx BSIV","Kochi",2012,4187,"Petrol","Manual","First",624,35,4,1.38,"Tata","Gama baja",26,0,-0.0198018293270487
"2367","Volkswagen Vento Diesel Comfortline","Kochi",2013,47910,"Diesel","Manual","First",1598,103.6,5,4.89,"Volkswagen","Gama media",20.54,0,0.722146211399471
"2368","Tata Zest Revotron 1.2T XMS","Pune",2014,23500,"Petrol","Manual","Second",1193,88.7,5,3.9,"Tata","Gama baja",17.57,0,0.577438488678668
"2369","Maruti Swift Dzire AMT ZDI","Jaipur",2016,54897,"Diesel","Automatic","First",1248,74,5,7.3,"Maruti","Gama media",26.59,0,0.708595476756479
"2370","Hyundai i20 1.4 Asta Option","Bangalore",2017,43000,"Diesel","Manual","Second",1396,88.73,5,8.2,"Hyundai","Gama media",22.54,0,0.858343653772619
"2371","Maruti Swift Dzire 1.2 Lxi BSIV","Jaipur",2012,75451,"Petrol","Manual","First",1197,85.8,5,3.78,"Maruti","Gama media",17.5,0,0.568728870640851
"2372","Mahindra XUV500 W8 2WD","Coimbatore",2015,39335,"Diesel","Manual","First",2179,140,7,12.63,"Mahindra","Gama alta",15.1,0,1.20528629605209
"2373","Honda City i-VTEC V","Kochi",2018,11732,"Petrol","Manual","First",1497,117.3,5,10.07,"Honda","Gama media",17.4,0,1.05935960204351
"2374","Land Rover Range Rover HSE Dynamic","Kochi",2018,41661,"Diesel","Automatic","First",2179,187.7,5,44.83,"Land Rover","Gama alta",12.7,0,1.52248127941747
"2375","Renault KWID 1.0 RXT Optional AMT","Coimbatore",2017,53285,"Petrol","Automatic","First",999,67,5,4.28,"Renault","Gama media",22.5,0,0.710794037883724
"2376","Tata Nano LX SE","Kochi",2014,19698,"Petrol","Manual","First",624,37.5,4,1.53,"Tata","Gama baja",25.4,0,0.125228431148747
"2377","Maruti Celerio ZXI Optional AMT","Kochi",2018,12278,"Petrol","Automatic","First",998,67.04,5,5.63,"Maruti","Gama media",23.1,0,0.765502916460715
"2378","Chevrolet Beat Diesel LT","Jaipur",2012,88000,"Diesel","Manual","First",936,57.6,5,1.5,"Chevrolet","Gama baja",25.44,0,0.241871491321164
"2379","Skoda Octavia Ambition 2.0 TDI AT","Bangalore",2013,58410,"Diesel","Automatic","First",1968,141,5,14.5,"Skoda","Gama media",19.3,0,0.884044542030124
"2380","Hyundai Grand i10 Magna","Mumbai",2014,16514,"Petrol","Manual","First",1197,82,5,3.75,"Hyundai","Gama media",18.9,0,0.653725283875809
"2381","Mercedes-Benz GLC 220","Bangalore",2016,44414,"Diesel","Automatic","First",2143,170,5,42.5,"Mercedes-Benz","Gama alta",17.9,0,1.3616649151078
"2382","Mercedes-Benz E-Class Facelift","Bangalore",2014,28000,"Diesel","Automatic","First",2987,258,5,31.75,"Mercedes-Benz","Gama alta",13,0,1.47199404176555
"2383","Audi A4 New 2.0 TDI Multitronic","Kolkata",2008,17000,"Diesel","Automatic","First",1968,140.8,5,9.75,"Audi","Gama alta",15.2,0,0.827511593210796
"2384","Honda Civic 2010-2013 1.8 S MT","Mumbai",2012,92000,"Petrol","Manual","Second",1799,130.2,5,3.35,"Honda","Gama media",14.8,0,0.787791808678203
"2385","Maruti Wagon R VXI BS IV","Kochi",2011,36411,"Petrol","Manual","First",998,67.1,5,3.08,"Maruti","Gama media",18.9,0,0.385205141223534
"2386","Maruti Swift Dzire Tour LDI","Pune",2018,12000,"Diesel","Manual","First",1248,74,5,5.5,"Maruti","Gama media",23.4,0,0.817386239711003
"2387","Maruti Alto LXi BSIII","Jaipur",2010,73513,"Petrol","Manual","First",796,46.3,5,1.85,"Maruti","Gama media",19.7,0,0.135914571979553
"2388","Toyota Innova 2.5 G (Diesel) 8 Seater","Kochi",2017,29219,"Diesel","Manual","First",2494,100.6,8,13.48,"Toyota","Gama alta",12.99,0,1.14048234907277
"2389","Honda City i DTEC VX","Kolkata",2014,37298,"Diesel","Manual","First",1498,98.6,5,4.9,"Honda","Gama media",25.1,0,0.750558829470973
"2390","Mahindra Scorpio S10 7 Seater","Kochi",2018,27395,"Diesel","Manual","First",2179,120,7,14.19,"Mahindra","Gama alta",15.4,0,1.28750257998809
"2391","Honda City 1.5 V MT","Bangalore",2009,71400,"Petrol","Manual","Third",1497,118,5,3.8,"Honda","Gama media",17,0,0.572926422868012
"2392","Maruti Baleno Zeta CVT","Kolkata",2016,20000,"Petrol","Automatic","First",1197,83.1,5,5.74,"Maruti","Gama media",21.4,0,0.769515433410939
"2393","Land Rover Discovery 3 TDV6 Diesel Automatic","Pune",2012,117236,"Diesel","Automatic","Second",2720,190,7,14,"Land Rover","Gama alta",11.8,0,1.20250625290926
"2394","Hyundai i10 Era 1.1","Delhi",2011,54000,"Petrol","Manual","First",1086,68.05,5,2.2,"Hyundai","Gama media",19.81,0,0.392589667676373
"2395","Nissan Terrano XV D Pre","Mumbai",2013,60000,"Diesel","Manual","Second",1461,108.5,5,5.45,"Nissan","Gama media",19.64,0,0.746420171576474
"2396","Jeep Compass 2.0 Sport","Hyderabad",2017,37000,"Diesel","Manual","First",1956,170,5,16.9,"Jeep","Gama alta",17.1,0,1.41606029658507
"2397","Toyota Innova 2.5 GX 7 STR","Hyderabad",2010,250000,"Diesel","Manual","Second",2494,102,7,6.5,"Toyota","Gama alta",12.8,0,0.766974124241156
"2398","Mercedes-Benz E-Class 2009-2013 E350 Petrol","Mumbai",2010,73000,"Petrol","Automatic","First",3498,272,5,10.4,"Mercedes-Benz","Gama alta",10.93,0,1.28216878880924
"2399","Volkswagen Polo Petrol Comfortline 1.2L","Kolkata",2013,24000,"Petrol","Manual","First",1198,73.9,5,2.95,"Volkswagen","Gama media",16.47,0,0.544699035563306
"2400","Hyundai Creta 1.4 E Plus Diesel","Mumbai",2018,13000,"Diesel","Manual","First",1396,88.7,5,10.5,"Hyundai","Gama media",22.1,0,0.912561411044275
"2401","Renault Duster 110PS Diesel RxZ Pack","Pune",2014,90000,"Diesel","Manual","First",1461,108.45,5,7.25,"Renault","Gama media",19.01,0,0.80057343994735
"2402","Hyundai Grand i10 1.2 Kappa Sportz AT","Coimbatore",2018,20667,"Petrol","Automatic","First",1197,81.86,5,7.55,"Hyundai","Gama media",18.9,0,0.870409250522146
"2403","Maruti Swift VDI","Chennai",2012,78000,"Diesel","Manual","First",1248,74,5,4.4,"Maruti","Gama media",22.9,0,0.491013950847431
"2404","Honda City 1.5 S MT","Delhi",2009,65055,"Petrol","Manual","First",1497,118,5,2.75,"Honda","Gama media",17,0,0.572926422868012
"2405","Maruti Wagon R VXI BS IV","Kolkata",2014,17400,"Petrol","Manual","First",998,67.04,5,3.1,"Maruti","Gama media",20.51,0,0.547921390551667
"2406","Ford Figo Diesel ZXI","Kolkata",2011,60000,"Diesel","Manual","First",1399,68,5,2.25,"Ford","Gama media",20,0,0.392203585795703
"2407","Hyundai Grand i10 Sportz","Coimbatore",2017,22831,"Petrol","Manual","First",1197,82,5,6.19,"Hyundai","Gama media",18.9,0,0.816911428307596
"2408","Ford Figo Diesel ZXI","Chennai",2010,90000,"Diesel","Manual","First",1399,68,5,2.6,"Ford","Gama media",20,0,0.337808204318441
"2409","Volkswagen Vento 2013-2015 1.6 Comfortline","Kochi",2016,25899,"Petrol","Manual","First",1598,103.2,5,6.2,"Volkswagen","Gama media",15.04,0,0.883300382794288
"2410","Honda City 1.5 S MT","Chennai",2011,93982,"Petrol","Manual","First",1497,118,5,3.75,"Honda","Gama media",17,0,0.681717185822536
"2411","Maruti Swift Dzire VDi","Hyderabad",2013,83327,"Diesel","Manual","First",1248,73.9,5,5.8,"Maruti","Gama media",19.3,0,0.544699035563306
"2412","Maruti Wagon R VXI 1.2","Kochi",2015,49818,"Petrol","Manual","First",1197,81.8,5,4.11,"Maruti","Gama media",21.5,0,0.706837967829183
"2413","Maruti Wagon R LXI BSIII","Pune",2007,83000,"Petrol","Manual","First",1061,64,5,1.65,"Maruti","Gama media",14,0,0.142778105798439
"2414","Mercedes-Benz E-Class 2009-2013 E 250 Elegance","Bangalore",2010,83000,"Petrol","Automatic","First",2497,204,5,16.5,"Mercedes-Benz","Gama alta",10.93,0,1.13105964482322
"2415","Hyundai Xcent 1.2 Kappa SX Option","Bangalore",2016,50000,"Petrol","Manual","First",1197,82,5,2.5,"Hyundai","Gama media",19.1,0,0.762516046830334
"2416","BMW 5 Series 2003-2012 525d","Hyderabad",2011,101999,"Diesel","Automatic","First",1995,218,5,19.99,"Bmw","Gama alta",16.73,0,1.22031948540561
"2417","Honda Jazz 1.2 V CVT i VTEC","Coimbatore",2018,20026,"Petrol","Automatic","First",1199,88.7,5,9.27,"Honda","Gama media",19,0,0.912561411044275
"2418","Maruti Swift VXI","Delhi",2015,62088,"Petrol","Manual","First",1197,85.8,5,4.15,"Maruti","Gama media",18.6,0,0.731915015072637
"2419","Maruti Wagon R LXI CNG","Ahmedabad",2016,77000,"CNG","Manual","First",998,58.16,5,3.3,"Maruti","Gama media",0,26.6,0.58207648598492
"2420","Land Rover Freelander 2 TD4 SE","Hyderabad",2013,46000,"Diesel","Automatic","Second",2179,115,5,26,"Land Rover","Gama alta",0,0,0.993170623333717
"2421","Renault Duster 110PS Diesel RxZ Pack","Pune",2012,74000,"Diesel","Manual","First",1461,108.45,5,6.35,"Renault","Gama media",19.01,0,0.691782676992826
"2422","Skoda Octavia Ambition 1.4 TSI MT","Mumbai",2013,21000,"Petrol","Manual","First",1395,138.02,5,8.75,"Skoda","Gama media",16.8,0,0.872824218341992
"2423","Honda Jazz Active","Kolkata",2010,39800,"Petrol","Manual","First",1198,90,5,1.99,"Honda","Gama media",16,0,0.485040840857316
"2424","Datsun redi-GO T Option","Kochi",2018,6279,"Petrol","Manual","First",799,53.64,5,3.6,"Datsun","Gama baja",22.7,0,0.530830507035345
"2425","Toyota Fortuner 4x2 Manual","Hyderabad",2015,73500,"Diesel","Manual","First",2982,168.5,7,22,"Toyota","Gama alta",13,0,1.3026142797472
"2426","Maruti Celerio ZXI MT","Bangalore",2015,48808,"Petrol","Manual","First",998,67.04,5,4.3,"Maruti","Gama media",23.1,0,0.602316772028929
"2427","Volkswagen Ameo 1.2 MPI Comfortline","Pune",2017,14800,"Petrol","Manual","First",1198,73.75,5,5.48,"Volkswagen","Gama media",17,0,0.761213312121099
"2428","Honda City i-VTEC S","Delhi",2010,76752,"Petrol","Manual","First",1497,117.3,5,3.57,"Honda","Gama media",17.4,0,0.624196550225415
"2429","Maruti Ertiga VDI","Coimbatore",2014,53817,"Diesel","Manual","First",1248,88.5,7,7.56,"Maruti","Gama media",25.47,0,0.693794186268304
"2430","Honda City Corporate Edition","Mumbai",2012,51920,"Petrol","Manual","First",1497,116.3,5,4.25,"Honda","Gama media",16.8,0,0.72849015921072
"2431","Hyundai Accent CRDi","Kochi",2006,160538,"Diesel","Manual","First",1493,82,5,1.8,"Hyundai","Gama media",13.1,0,0.218562232057713
"2432","Toyota Innova 2.5 V Diesel 8-seater","Chennai",2016,50000,"Diesel","Manual","First",2494,102,8,15.65,"Toyota","Gama alta",12.8,0,1.09334641310473
"2433","Maruti Alto LXi","Chennai",2006,56000,"Petrol","Manual","Second",796,46.3,5,1.4,"Maruti","Gama media",19.7,0,-0.0816669539294955
"2434","Maruti Swift Dzire VDi","Jaipur",2012,72000,"Diesel","Manual","First",1248,73.9,5,4.25,"Maruti","Gama media",19.3,0,0.490303654086044
"2435","Audi A4 2.0 TDI Multitronic","Ahmedabad",2015,13000,"Diesel","Automatic","First",1968,140,5,23,"Audi","Gama alta",16.55,0,1.20528629605209
"2436","Ford Figo Aspire 1.2 Ti-VCT Trend","Coimbatore",2017,28854,"Petrol","Manual","First",1196,86.8,5,6.7,"Ford","Gama media",18.16,0,0.846792339468463
"2437","Renault Duster 110PS Diesel RxZ","Kolkata",2014,52108,"Diesel","Manual","First",1461,108.45,5,5.49,"Renault","Gama media",19.01,0,0.80057343994735
"2438","Mercedes-Benz M-Class ML 350 CDI Corporate","Mumbai",2011,100000,"Diesel","Automatic","First",2987,224,5,14.41,"Mercedes-Benz","Gama alta",14,0,1.23458093270805
"2439","Volkswagen Polo Petrol Trendline 1.2L","Mumbai",2015,31978,"Petrol","Manual","First",1198,73.9,5,3.89,"Volkswagen","Gama media",16.47,0,0.65348979851783
"2440","Ford EcoSport 1.5 Petrol Titanium","Pune",2018,17000,"Petrol","Manual","First",1497,121.36,5,9.2,"Ford","Gama media",17,0,1.07723255199549
"2441","Chevrolet Sail Hatchback 1.2 LS","Kolkata",2014,9500,"Petrol","Manual","First",1199,82.5,5,3.5,"Chevrolet","Gama baja",18.2,0,0.539376993757177
"2442","Skoda Superb Elegance 1.8 TSI AT","Mumbai",2012,95000,"Petrol","Automatic","First",1798,157.75,5,10,"Skoda","Gama media",13.7,0,0.888610932870549
"2443","Honda City 1.5 V AT Sunroof","Kolkata",2012,60000,"Petrol","Automatic","First",1497,116.3,5,4.49,"Honda","Gama media",16.8,0,0.72849015921072
"2444","Honda Amaze S i-Vtech","Kochi",2014,66355,"Petrol","Manual","First",1198,86.7,5,4.12,"Honda","Gama media",18,0,0.683000702894697
"2445","Hyundai i10 Sportz","Coimbatore",2015,41008,"Petrol","Manual","Second",1197,78.9,5,4.87,"Hyundai","Gama media",20.36,0,0.687878016672542
"2446","Skoda Superb Elegance 2.0 TDI CR AT","Coimbatore",2014,81001,"Diesel","Automatic","First",1968,138.1,5,10.9,"Skoda","Gama media",17.2,0,0.927523968580488
"2447","Mahindra Ssangyong Rexton RX5","Hyderabad",2012,73670,"Diesel","Manual","First",2696,162,7,12.5,"Mahindra","Gama alta",12.83,0,1.11876454231355
"2448","Honda City i-DTEC SV","Kolkata",2015,39000,"Diesel","Manual","First",1498,98.6,5,5.49,"Honda","Gama media",25.6,0,0.804954210948235
"2449","Honda Brio S MT","Delhi",2013,33000,"Petrol","Manual","First",1198,86.8,5,3.24,"Honda","Gama media",19.4,0,0.629210813559415
"2450","Honda City i DTEC SV","Kochi",2015,64465,"Diesel","Manual","First",1498,98.6,5,6.22,"Honda","Gama media",26,0,0.804954210948234
"2451","Hyundai i10 Magna","Kochi",2011,65423,"Petrol","Manual","First",1197,78.9,5,3.16,"Hyundai","Gama media",20.36,0,0.470296490763494
"2452","Toyota Innova Crysta 2.8 ZX AT","Chennai",2016,80000,"Diesel","Automatic","First",2755,171.5,7,19.5,"Toyota","Gama alta",11.36,0,1.36627927311391
"2453","Hyundai Grand i10 CRDi Sportz Celebration Edition","Kochi",2017,34429,"Diesel","Manual","First",1120,70,5,5.5,"Hyundai","Gama media",24,0,0.733801995097887
"2454","Ford EcoSport 1.5 Ti VCT AT Titanium","Kochi",2018,37630,"Petrol","Automatic","First",1499,110.4,5,9.1,"Ford","Gama media",15.63,0,1.0275156479553
"2455","Hyundai i10 Sportz","Bangalore",2010,69000,"Petrol","Manual","First",1197,78.9,5,2.9,"Hyundai","Gama media",20.36,0,0.415901109286232
"2456","Mahindra Scorpio 2.6 SLX CRDe","Hyderabad",2006,92000,"Diesel","Manual","First",2179,120,8,3.45,"Mahindra","Gama alta",10.5,0,0.634758002260949
"2457","Hyundai Verna 1.6 VTVT S","Jaipur",2015,89000,"Petrol","Manual","First",1591,121.3,5,7.5,"Hyundai","Gama media",17.01,0,0.913786654302824
"2458","Tata Indigo CS eVX","Pune",2016,52000,"Diesel","Manual","Second",1396,69.01,5,2.4,"Tata","Gama baja",25,0,0.554383445735152
"2459","Ford Ikon 1.3 CLXi","Hyderabad",2007,92000,"Petrol","Manual","First",1299,70,5,1.25,"Ford","Gama media",13.8,0,0.189848180325267
"2460","Hyundai i20 1.4 Sportz","Coimbatore",2018,18521,"Diesel","Manual","First",1396,88.73,5,9.18,"Hyundai","Gama media",22.54,0,0.912739035249881
"2461","Mercedes-Benz New C-Class C 250 CDI Elegance","Delhi",2012,63000,"Diesel","Automatic","First",2143,204,5,14.22,"Mercedes-Benz","Gama alta",14.94,0,1.23985040777775
"2462","Toyota Etios Liva 1.2 G","Coimbatore",2015,64005,"Petrol","Manual","First",1197,78.9,5,4.57,"Toyota","Gama alta",17.71,0,0.904067559999207
"2463","Honda City 1.5 V AT","Jaipur",2009,78442,"Petrol","Automatic","First",1497,118,5,3.57,"Honda","Gama media",16.8,0,0.572926422868012
"2464","Hyundai Xcent 1.2 Kappa S Option","Jaipur",2017,28360,"Petrol","Manual","First",1197,81.86,5,5.12,"Hyundai","Gama media",19.1,0,0.816013869044884
"2465","Mahindra XUV500 W8 2WD","Coimbatore",2014,86091,"Diesel","Manual","First",2179,140,7,10.09,"Mahindra","Gama alta",15.1,0,1.15089091457483
"2466","Mercedes-Benz M-Class ML 320 CDI","Mumbai",2009,66000,"Diesel","Automatic","Second",2987,224.34,5,10.75,"Mercedes-Benz","Gama alta",8.7,0,1.12658684157285
"2467","Hyundai Accent GLS","Bangalore",2008,80000,"Petrol","Manual","Second",1495,94,5,1.9,"Hyundai","Gama media",13.2,0,0.399091258047764
"2468","Audi A6 2011-2015 2.0 TDI","Kochi",2013,91903,"Diesel","Automatic","First",1968,174.33,5,17.56,"Audi","Gama alta",17.68,0,1.21169001943008
"2469","Mahindra Bolero ZLX","Jaipur",2012,105000,"Diesel","Manual","Second",2523,62.1,7,6,"Mahindra","Gama alta",15.96,0,0.615114614446354
"2470","Tata Indigo LS","Jaipur",2008,300000,"Diesel","Manual","First",1405,70,5,1,"Tata","Gama baja",17,0,0.12670216534597
"2471","Jeep Compass 2.0 Limited Option 4X4","Kolkata",2017,15050,"Diesel","Manual","First",1956,170,5,17.5,"Jeep","Gama alta",16.3,0,1.41606029658507
"2472","Audi A4 2.0 TDI Premium Sport Limited Edition","Coimbatore",2015,21979,"Diesel","Automatic","First",1968,174.33,5,23.45,"Audi","Gama alta",17.11,0,1.32048078238461
"2473","Maruti Swift VDI","Pune",2014,75216,"Diesel","Manual","First",1248,74,5,5.1,"Maruti","Gama media",22.9,0,0.599804713801955
"2474","Tata Nano CX","Kochi",2014,59508,"Petrol","Manual","First",624,37.48,4,1.26,"Tata","Gama baja",25.4,0,0.124948215417906
"2475","Maruti Ertiga ZDI","Kochi",2013,39929,"Diesel","Manual","First",1248,88.8,7,6.56,"Maruti","Gama media",20.77,0,0.641176350903684
"2476","Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV","Kochi",2017,57539,"Diesel","Manual","First",2494,102,7,12.83,"Toyota","Gama alta",12.8,0,1.14774179458199
"2477","Mercedes-Benz CLA 200 Sport Edition","Kochi",2017,24733,"Petrol","Automatic","First",1991,183,5,27.15,"Mercedes-Benz","Gama alta",15.04,0,1.45476582856552
"2478","Maruti Ciaz AT ZXi","Coimbatore",2017,51210,"Petrol","Automatic","First",1373,91.1,5,8.89,"Maruti","Gama media",19.12,0,0.872189493177313
"2479","BMW 5 Series 2003-2012 523i","Kolkata",2011,31000,"Petrol","Automatic","First",2497,150,5,13.5,"Bmw","Gama alta",10.8,0,1.02394426766432
"2480","Volkswagen Vento Diesel Highline","Chennai",2013,150000,"Diesel","Manual","First",1598,103.6,5,5,"Volkswagen","Gama media",20.54,0,0.722146211399471
"2481","Jaguar XF 3.0 Litre S Premium Luxury","Kolkata",2012,29000,"Diesel","Automatic","First",2993,270.9,5,20,"Jaguar","Gama alta",14.74,0,1.38883101389979
"2482","Hyundai i20 1.2 Asta","Chennai",2011,47000,"Petrol","Manual","First",1197,80,5,4.5,"Hyundai","Gama media",17,0,0.477568989724545
"2483","Hyundai i10 Sportz AT","Ahmedabad",2012,58000,"Petrol","Automatic","First",1197,78.9,5,3.5,"Hyundai","Gama media",16.95,0,0.524691872240756
"2484","Tata Tiago Wizz 1.05 Revotorq","Hyderabad",2017,53000,"Diesel","Manual","First",1047,69,5,5,"Tata","Gama baja",27.28,0,0.608702707456466
"2485","Nissan Micra Diesel XV","Chennai",2011,83000,"Diesel","Manual","First",1461,63.1,5,2.75,"Nissan","Gama media",23.08,0,0.352920672794162
"2486","Maruti Ertiga ZDI","Hyderabad",2013,120000,"Diesel","Manual","First",1248,88.8,7,7,"Maruti","Gama media",20.77,0,0.641176350903684
"2487","Toyota Innova 2.5 G (Diesel) 7 Seater BS IV","Kolkata",2012,85122,"Diesel","Manual","First",2494,100,7,8.2,"Toyota","Gama alta",12.99,0,0.865363272545531
"2488","Maruti Ertiga VXI CNG","Mumbai",2017,23700,"CNG","Manual","First",1373,80.46,7,8.25,"Maruti","Gama media",0,17.5,0.806952898610692
"2489","Audi A6 2.7 TDI","Pune",2011,112719,"Diesel","Automatic","First",2698,179.5,5,11.5,"Audi","Gama alta",12.4,0,1.11825018829146
"2490","Toyota Camry Hybrid","Pune",2018,17000,"Petrol","Automatic","First",2494,158.2,5,32,"Toyota","Gama alta",19.16,0,1.43266900895116
"2491","Skoda Superb 1.8 TFSI MT","Ahmedabad",2010,48002,"Petrol","Manual","Second",1798,157.8,5,6.75,"Skoda","Gama media",13.14,0,0.779986629868299
"2492","Chevrolet Beat LT","Pune",2014,8700,"Petrol","Manual","First",1199,76.8,5,2.55,"Chevrolet","Gama baja",18.6,0,0.501771398261705
"2493","Hyundai EON Era","Jaipur",2014,18000,"Petrol","Manual","First",814,55.2,5,2.5,"Hyundai","Gama media",21.1,0,0.445848601464181
"2494","Maruti Swift VXi BSIV","Mumbai",2012,61000,"Petrol","Manual","First",1197,85,5,3.3,"Maruti","Gama media",16.1,0,0.563808325290024
"2495","Honda Jazz 1.2 V AT i VTEC Privilege","Pune",2016,21000,"Petrol","Automatic","First",1199,88.7,5,6.35,"Honda","Gama media",19,0,0.803770648089752
